Date,EnergyMet,HydroGen,WindGen,SolarGen,Coal,Lignite,Nuclear,Gas,RES
2023-02-24,4348.0,348.0,83.0,318.0,3613.0,110.0,122.0,65.0,452.0
2023-02-25,4330.0,348.0,104.0,333.0,3564.0,107.0,117.0,63.0,488.0
2023-02-26,4198.0,294.0,135.0,329.0,3485.0,99.0,120.0,54.0,516.0
2023-02-27,4311.0,312.0,115.0,326.0,3582.0,103.0,124.0,62.0,489.0
2023-02-28,4333.0,326.0,149.0,311.0,3568.0,99.0,127.0,67.0,476.0
2023-03-01,4325.0,295.0,169.0,311.0,3550.0,109.0,127.0,69.0,534.0
2023-03-02,4370.0,281.0,190.0,319.0,3583.0,110.0,127.0,68.0,562.0
2023-03-03,4393.0,285.0,183.0,315.0,3631.0,99.0,132.0,65.0,551.0
2023-03-04,4381.0,274.0,194.0,289.0,3648.0,101.0,133.0,66.0,539.0
2023-03-05,4218.0,245.0,154.0,319.0,3469.0,101.0,129.0,56.0,530.0
2023-03-06,4270.0,264.0,134.0,315.0,3570.0,108.0,133.0,63.0,508.0
2023-03-07,4051.0,250.0,167.0,302.0,3337.0,106.0,140.0,58.0,526.0
2023-03-08,3871.0,237.0,157.0,324.0,3149.0,104.0,145.0,50.0,538.0
2023-03-09,4005.0,265.0,137.0,315.0,3290.0,108.0,144.0,42.0,502.0
2023-03-10,4225.0,283.0,114.0,330.0,3506.0,112.0,133.0,45.0,502.0
2023-03-11,4271.0,270.0,118.0,333.0,3562.0,108.0,140.0,46.0,509.0
2023-03-12,4176.0,254.0,138.0,307.0,3502.0,114.0,136.0,46.0,495.0
2023-03-13,4341.0,287.0,123.0,302.0,3634.0,118.0,145.0,55.0,479.0
2023-03-14,4381.0,296.0,91.0,319.0,3681.0,122.0,145.0,67.0,468.0
2023-03-15,4355.0,305.0,109.0,244.0,3695.0,122.0,146.0,80.0,412.0
2023-03-16,4209.0,268.0,94.0,249.0,3580.0,122.0,144.0,64.0,404.0
2023-03-17,3980.0,249.0,117.0,242.0,3370.0,116.0,133.0,60.0,419.0
2023-03-18,3794.0,236.0,109.0,277.0,3177.0,110.0,133.0,59.0,446.0
2023-03-19,3514.0,217.0,154.0,277.0,2876.0,101.0,131.0,46.0,492.0
2023-03-20,3709.0,250.0,119.0,320.0,3030.0,101.0,131.0,52.0,498.0
2023-03-21,3836.0,276.0,97.0,335.0,3133.0,102.0,131.0,56.0,492.0
2023-03-22,3915.0,269.0,98.0,325.0,3249.0,106.0,132.0,56.0,476.0
2023-03-23,4012.0,260.0,113.0,324.0,3336.0,110.0,132.0,56.0,492.0
2023-03-24,4080.0,265.0,196.0,314.0,3321.0,112.0,132.0,50.0,566.0
2023-03-25,4077.0,269.0,110.0,309.0,3420.0,115.0,133.0,49.0,504.0
2023-03-26,3935.0,235.0,125.0,318.0,3275.0,114.0,133.0,48.0,496.0
2023-03-27,4112.0,263.0,113.0,344.0,3405.0,120.0,133.0,49.0,511.0
2023-03-28,4226.0,291.0,100.0,342.0,3553.0,116.0,133.0,60.0,495.0
2023-03-29,4269.0,289.0,130.0,300.0,3581.0,115.0,133.0,59.0,482.0
2023-03-30,4187.0,259.0,148.0,274.0,3544.0,115.0,135.0,57.0,473.0
2023-03-31,4033.0,233.0,152.0,325.0,3336.0,121.0,139.0,55.0,531.0
2023-04-01,3935.0,232.0,145.0,333.0,3216.0,118.0,139.0,56.0,532.0
2023-04-02,3874.0,235.0,162.0,340.0,3131.0,115.0,135.0,55.0,554.0
2023-04-03,4097.0,276.0,189.0,331.0,3293.0,118.0,134.0,59.0,575.0
2023-04-04,4181.0,291.0,132.0,326.0,3437.0,117.0,134.0,62.0,507.0
2023-04-05,4205.0,321.0,178.0,334.0,3388.0,113.0,134.0,60.0,559.0
2023-04-06,4232.0,314.0,184.0,326.0,3436.0,112.0,134.0,58.0,558.0
2023-04-07,4222.0,287.0,183.0,315.0,3506.0,107.0,133.0,58.0,548.0
2023-04-08,4241.0,266.0,143.0,323.0,3530.0,110.0,127.0,59.0,519.0
2023-04-09,4151.0,259.0,121.0,332.0,3458.0,108.0,134.0,54.0,503.0
2023-04-10,4348.0,279.0,125.0,329.0,3646.0,108.0,135.0,61.0,507.0
2023-04-11,4452.0,316.0,115.0,302.0,3755.0,107.0,135.0,64.0,470.0
2023-04-12,4555.0,300.0,122.0,343.0,3823.0,104.0,135.0,68.0,520.0
2023-04-13,4592.0,320.0,120.0,330.0,3849.0,101.0,135.0,68.0,503.0
2023-04-14,4594.0,309.0,149.0,325.0,3856.0,95.0,135.0,56.0,527.0
2023-04-15,4561.0,327.0,153.0,317.0,3814.0,93.0,135.0,52.0,526.0
2023-04-16,4480.0,317.0,127.0,343.0,3745.0,92.0,135.0,58.0,492.0
2023-04-17,4721.0,350.0,143.0,341.0,3886.0,96.0,135.0,111.0,537.0
2023-04-18,4836.0,358.0,137.0,333.0,3988.0,102.0,134.0,132.0,524.0
2023-04-19,4792.0,369.0,165.0,317.0,3906.0,107.0,134.0,129.0,536.0
2023-04-20,4753.0,401.0,199.0,322.0,3872.0,102.0,116.0,71.0,576.0
2023-04-21,4578.0,374.0,175.0,337.0,3740.0,102.0,110.0,73.0,565.0
2023-04-22,4396.0,326.0,165.0,322.0,3636.0,99.0,110.0,69.0,537.0
2023-04-23,4084.0,297.0,159.0,340.0,3324.0,77.0,111.0,68.0,545.0
2023-04-24,4247.0,315.0,108.0,339.0,3526.0,94.0,111.0,72.0,498.0
2023-04-25,4335.0,303.0,126.0,319.0,3637.0,105.0,111.0,69.0,495.0
2023-04-26,4378.0,316.0,157.0,297.0,3662.0,106.0,111.0,72.0,503.0
2023-04-27,4361.0,327.0,116.0,277.0,3683.0,104.0,113.0,72.0,442.0
2023-04-28,4343.0,332.0,106.0,269.0,3642.0,113.0,127.0,71.0,425.0
2023-04-29,4211.0,316.0,88.0,272.0,3537.0,109.0,136.0,69.0,405.0
2023-04-30,3824.0,298.0,102.0,274.0,3184.0,92.0,131.0,63.0,415.0
2023-05-01,3604.66,318.68,85.58,289.27,2937.07,88.52,130.45,62.09,413.55
2023-05-02,3706.96,350.14,99.4,288.76,2975.87,96.04,132.93,69.66,431.84
2023-05-03,3804.05,344.39,105.21,300.31,3056.874,93.52,128.14,61.38,452.06
2023-05-04,3851.04,352.496,95.9,309.47,3126.95,82.86,125.69,59.1,448.25
2023-05-05,4002.94,374.29,107.76,296.28,3238.77,91.72,121.92,70.01,446.51
2023-05-06,4109.14,360.0,120.41,310.34,3326.0,88.0,134.54,72.0,475.0
2023-05-07,3997.99,353.1,146.99,298.68,3228.51,89.39,121.89,46.98,485.19
2023-05-08,4235.13,363.87,142.17,324.34,3460.19,88.81,116.97,55.9,509.94
2023-05-09,4375.74,369.32,114.207,337.443,3616.56,87.06,115.97,72.17,494.77
2023-05-10,4406.21,345.93,103.55,351.2,3685.24,84.48,123.01,76.89,499.24
2023-05-11,4508.34,341.22,157.98,339.2,3699.74,88.63,124.76,90.91,540.0
2023-05-12,4580.78,348.45,249.08,336.11,3686.79,88.71,123.18,90.63,627.06
2023-05-13,4618.71,358.07,354.42,325.41,3650.26,89.22,123.42,70.31,720.61
2023-05-14,4433.01,346.02,379.37,331.69,3418.59,87.62,123.44,71.45,750.89
2023-05-15,4596.21,370.61,418.61,331.1,3524.08,87.36,125.65,75.58,788.75
2023-05-16,4669.06,384.0,326.9,338.73,3674.68,90.09,123.68,78.99,704.68
2023-05-17,4776.92,412.0,263.47,342.98,3801.08,89.73,120.71,99.48,648.24
2023-05-18,4585.13,423.8,208.21,338.6,3635.77,93.82,115.48,118.09,591.51
2023-05-19,4752.64,413.64,188.81,330.67,3864.901,93.93,115.1,102.1,563.17
2023-05-20,4787.74,431.18,248.53,324.39,3812.601,88.52,115.15,106.75,616.52
2023-05-21,4602.23,404.97,267.1,324.18,3694.4,84.86,109.43,59.07,627.17
2023-05-22,4734.58,423.34,237.96,335.44,3778.0,84.49,112.81,111.1,607.51
2023-05-23,4799.48,450.92,250.41,330.26,3825.868,77.65,113.07,115.74,612.72
2023-05-24,4588.91,446.71,350.57,327.42,3496.04,73.91,111.14,116.0,708.54
2023-05-25,4448.1,432.24,442.91,326.11,3320.93,78.98,113.54,69.12,799.08
2023-05-26,4293.77,464.38,454.12,327.96,3118.46,77.02,113.77,62.65,811.98
2023-05-27,4296.32,470.21,371.3,317.69,3166.0,81.2,113.45,58.94,718.4
2023-05-28,4218.31,433.33,283.03,273.71,3277.25,79.06,113.61,50.17,586.63
2023-05-29,4357.03,446.17,134.78,303.17,3565.71,79.39,113.42,51.32,465.73
2023-05-30,4381.72,421.842,136.91,260.37,3645.26,78.46,112.47,62.93,429.13
2023-05-31,4441.05,431.06,171.97,332.61,3571.18,78.18,112.0,88.32,536.73
2023-06-01,4458.0,434.0,313.0,294.0,3522.0,72.0,111.0,52.0,636.0
2023-06-02,4560.0,452.0,318.0,317.0,3569.0,79.0,112.0,45.0,670.0
2023-06-03,4663.0,449.0,281.0,323.0,3713.0,83.0,112.0,61.0,630.0
2023-06-04,4335.0,388.0,319.0,286.0,3427.0,81.0,112.0,53.0,631.0
2023-06-05,4622.0,397.0,324.0,329.0,3646.0,91.0,107.0,75.0,683.0
2023-06-06,4715.0,418.0,349.0,313.0,3682.0,91.0,107.0,114.0,711.0
2023-06-07,4757.0,400.0,340.0,320.0,3746.0,91.0,107.0,115.0,688.0
2023-06-08,4860.0,391.0,381.0,329.0,3811.0,93.0,107.0,113.0,735.0
2023-06-09,4913.0,405.0,410.0,332.0,3780.0,100.0,106.0,151.0,770.0
2023-06-10,4848.0,416.0,439.0,327.0,3714.0,99.0,106.0,135.0,793.0
2023-06-11,4614.0,460.0,407.0,321.0,3505.0,97.0,106.0,73.0,761.0
2023-06-12,4817.0,484.0,450.0,326.0,3591.0,100.0,106.0,108.0,816.0
2023-06-13,4914.0,510.0,503.0,323.0,3570.0,97.0,107.0,135.0,861.0
2023-06-14,4851.58,541.65,532.52,324.19,3478.0,95.88,107.16,100.84,886.35
2023-06-15,4789.86,572.32,415.6,311.9,3530.0,94.37,109.85,83.75,762.34
2023-06-16,4842.84,554.14,398.83,272.06,3625.98,98.93,107.74,119.73,705.28
2023-06-17,4850.35,562.94,423.65,227.89,3631.0,96.45,109.39,134.79,683.29
2023-06-18,4606.87,552.68,383.45,259.7,3418.0,99.38,111.25,123.48,662.53
2023-06-19,4721.79,569.7,304.01,299.01,3560.0,105.2,111.81,130.07,623.07
2023-06-20,4789.76,599.93,310.83,299.97,3563.0,105.66,112.48,125.56,639.73
2023-06-21,4834.93,608.63,291.09,294.69,3618.34,105.68,115.32,129.39,616.95
2023-06-22,4866.39,612.67,303.89,297.25,3615.0,110.19,124.63,134.89,629.35
2023-06-23,4888.96,609.64,342.29,285.59,3609.0,104.07,125.41,133.68,657.04
2023-06-24,4756.19,589.0,352.23,272.17,3524.79,102.55,126.5,124.25,656.65
2023-06-25,4272.31,560.0,271.75,262.031,3213.01,97.4,127.51,78.15,562.44
2023-06-26,4320.06,574.17,359.53,255.8,3193.55,90.99,126.64,57.2,643.76
2023-06-27,4402.83,597.72,326.33,264.9,3259.09,97.47,124.56,54.47,621.06
2023-06-28,4392.91,596.6,353.57,265.78,3268.63,98.04,122.3,55.13,650.14
2023-06-29,4355.77,622.25,394.62,266.11,3114.95,97.93,122.18,51.07,692.24
2023-06-30,4310.64,625.23,419.49,282.59,2993.48,93.07,126.68,52.31,731.93
2023-07-01,4399.85,631.5,378.29,287.81,3122.0,96.68,122.62,47.06,688.73
2023-07-02,4357.48,640.69,325.41,288.21,3149.0,90.01,122.57,48.08,646.39
2023-07-03,4599.0,657.72,313.16,296.12,3392.0,93.52,122.13,62.12,634.5
2023-07-04,4686.14,651.38,364.18,281.65,3451.13,90.01,122.36,67.66,673.2
2023-07-05,4546.6,636.14,357.62,267.76,3340.821,85.16,116.32,67.19,653.72
2023-07-06,4387.46,619.33,352.07,234.16,3241.0,81.24,116.46,67.76,615.21
2023-07-07,4403.67,620.89,346.93,229.48,3267.01,79.22,117.66,67.32,604.09
2023-07-08,4235.38,622.65,342.49,230.03,2900.04,64.82,107.59,43.01,596.84
2023-07-09,4033.82,492.5,312.79,259.02,3007.59,90.35,117.89,50.73,595.42
2023-07-10,4273.78,428.3,308.98,258.87,3333.0,94.26,113.56,58.27,593.13
2023-07-11,4359.06,453.83,330.87,257.94,3380.97,95.6,112.5,59.15,614.96
2023-07-12,4494.44,514.0,329.86,284.74,3442.0,90.55,115.55,57.25,642.07
2023-07-13,4574.17,564.53,353.77,295.4,3396.5,93.34,119.21,82.87,676.92
2023-07-14,4615.76,610.86,380.36,293.71,3355.32,99.86,122.03,85.3,700.49
2023-07-15,4596.18,619.58,418.22,290.09,3289.34,95.94,122.33,82.6,733.3
2023-07-16,4388.25,588.68,364.47,268.41,3198.96,93.74,122.49,63.49,657.91
2023-07-17,4594.5,637.37,364.21,257.09,3371.9,97.9,122.31,72.59,646.26
2023-07-18,4609.63,641.97,441.94,239.75,3311.93,96.94,121.97,82.16,708.44
2023-07-19,4570.11,655.15,464.98,219.38,3240.58,97.25,125.05,94.03,713.65
2023-07-20,4643.35,673.55,442.98,245.24,3318.67,93.2,126.68,89.46,712.25
2023-07-21,4701.71,676.16,432.54,237.36,3373.33,94.38,127.49,91.93,706.71
2023-07-22,4559.93,661.92,433.41,225.57,3237.97,92.21,130.97,93.39,700.97
2023-07-23,4444.08,688.724,409.5,236.67,3090.24,87.39,141.01,80.94,689.48
2023-07-24,4646.69,736.32,401.28,224.88,3283.67,87.67,138.96,84.98,665.02
2023-07-25,4598.03,715.31,374.34,183.5,3309.7,91.85,140.15,89.7,589.23
2023-07-26,4462.64,729.58,373.06,200.84,3153.36,90.6,144.19,87.62,603.81
2023-07-27,4458.87,748.45,448.54,182.42,3074.38,86.81,144.65,87.88,672.28
2023-07-28,4450.91,754.63,497.33,234.61,2936.0,78.29,143.37,75.0,759.43
2023-07-29,4334.94,749.91,541.14,263.93,2780.39,78.58,142.96,59.04,839.27
2023-07-30,4341.98,757.4,466.25,278.44,2841.87,84.52,143.08,55.12,778.09
2023-07-31,4627.63,780.03,492.69,280.68,3055.91,87.07,142.84,67.23,808.67
2023-08-01,4699.71,759.38,586.53,278.35,3035.12,92.54,142.75,87.73,895.04
2023-08-02,4606.66,742.94,610.52,251.79,2959.56,88.54,142.98,79.29,893.42
2023-08-03,4606.88,776.19,571.03,246.45,3003.81,92.27,144.12,77.81,849.968
2023-08-04,4658.5,795.16,456.85,270.97,3118.72,92.42,145.65,73.88,762.57
2023-08-05,4674.42,789.17,425.37,298.33,3141.35,90.24,149.77,80.89,760.19
2023-08-06,4533.94,757.87,522.77,295.55,2951.67,81.4,150.2,72.02,853.59
2023-08-07,4686.6,805.05,547.48,280.59,3022.34,94.28,150.22,83.42,865.74
2023-08-08,4815.18,828.91,466.32,271.43,3188.15,92.31,148.62,85.49,775.29
2023-08-09,4862.54,820.29,381.4,281.11,3341.77,83.55,147.37,113.21,698.83
2023-08-10,4906.94,814.96,324.717,281.155,3405.52,79.8,149.44,144.58,644.21
2023-08-11,4977.89,814.41,265.26,290.41,3559.13,81.47,148.95,145.51,600.49
2023-08-12,5001.57,781.62,403.51,296.8,3471.305,81.03,150.44,130.52,747.07
2023-08-13,4896.1,761.44,463.83,295.46,3355.34,79.89,150.21,104.52,799.24
2023-08-14,4960.1,764.28,384.32,274.65,3502.45,81.25,150.16,112.46,701.12
2023-08-15,4827.94,780.06,282.96,280.55,3494.39,79.88,150.24,83.27,593.55
2023-08-16,5030.86,797.94,296.4,305.67,3614.36,75.46,150.25,120.89,636.48
2023-08-17,5122.4,788.59,419.62,296.05,3607.4,76.22,150.15,139.96,742.22
2023-08-18,5098.88,773.73,437.31,277.56,3589.36,77.62,150.06,129.57,749.46
2023-08-19,4960.62,758.2,411.62,254.34,3509.82,76.64,150.31,133.08,698.97
2023-08-20,4824.7,758.679,325.41,256.88,3550.28,75.92,132.09,86.37,613.18
2023-08-21,4966.35,818.99,237.07,302.49,3619.93,78.73,125.49,123.55,575.64
2023-08-22,5031.21,830.37,273.55,297.78,3605.607,79.66,126.12,171.4,605.56
2023-08-23,4898.41,757.73,413.67,284.52,3414.07,82.11,127.06,136.81,736.6
2023-08-24,4901.98,743.83,438.59,292.14,3384.89,87.5,127.15,122.92,767.79
2023-08-25,4940.12,761.39,391.33,301.43,3486.45,80.19,126.6,116.86,727.8
2023-08-26,4938.69,750.85,336.45,291.47,3551.86,80.25,121.81,119.01,675.87
2023-08-27,4872.67,716.9,376.284,308.582,3534.09,78.75,123.34,105.29,735.91
2023-08-28,5049.74,732.0,446.72,318.75,3563.5,71.03,123.3,123.09,816.0
2023-08-29,5109.27,775.86,273.2,314.44,3731.317,76.83,123.71,142.14,636.78
2023-08-30,5073.16,775.34,146.5,319.09,3790.15,76.26,130.72,153.1,480.02
2023-08-31,5125.86,763.78,127.33,320.37,3852.414,76.95,144.1,171.06,499.35
2023-09-01,5218.53,758.29,124.61,321.73,3937.965,80.39,131.11,204.53,499.37
2023-09-02,5223.94,729.556,230.24,317.43,3931.911,84.79,129.11,167.95,599.39
2023-09-03,5025.67,670.0,269.32,295.56,3742.74,99.34,129.18,153.24,622.2
2023-09-04,5028.96,655.36,363.627,262.698,3656.36,100.14,129.18,176.46,682.61
2023-09-05,4999.89,640.75,296.78,253.48,3726.15,102.64,131.89,182.31,606.292
2023-09-06,4925.7,650.22,308.59,296.83,3661.8,99.52,133.9,160.39,660.1
2023-09-07,4770.42,565.29,424.65,284.33,3476.67,86.73,148.35,113.96,756.14
2023-09-08,4680.66,567.43,440.51,269.17,3391.34,80.79,158.86,100.01,751.97
2023-09-09,4638.36,570.58,465.38,277.42,3315.868,82.06,158.95,81.15,782.1
2023-09-10,4490.32,550.89,501.1,276.41,3137.98,80.6,159.16,80.44,816.71
2023-09-11,4720.46,569.84,468.27,284.79,3383.697,83.07,158.97,86.05,790.525
2023-09-12,4855.99,600.06,406.66,300.7,3538.53,84.35,158.88,84.98,746.69
2023-09-13,4924.7,607.02,349.76,291.89,3673.61,82.35,153.4,89.42,691.41
2023-09-14,4928.5,608.87,287.36,258.14,3780.54,86.46,153.36,98.56,585.0
2023-09-15,4795.01,608.52,277.52,260.26,3660.22,85.71,153.47,96.49,577.82
2023-09-16,4653.68,588.98,372.91,270.75,3427.77,80.81,153.31,83.68,684.55
2023-09-17,4284.03,543.43,364.78,254.44,3120.83,73.35,157.48,71.67,657.5
2023-09-18,4365.73,597.8,319.185,227.97,3209.158,75.78,159.2,78.04,584.13
2023-09-19,4453.2,614.06,281.07,248.39,3312.72,75.78,158.43,81.35,566.0
2023-09-20,4611.2,610.61,240.66,277.16,3482.25,73.9,158.54,85.86,555.74
2023-09-21,4635.84,622.86,183.63,272.16,3540.99,80.72,158.67,124.16,492.68
2023-09-22,4555.75,611.47,149.0,280.37,3496.14,71.58,158.92,116.81,467.99
2023-09-23,4402.73,623.83,189.3,295.71,3318.79,74.04,158.18,81.37,521.69
2023-09-24,4198.49,589.3,232.098,277.74,3089.943,79.97,154.35,70.78,549.098
2023-09-25,4351.57,599.98,175.52,290.42,3277.75,81.65,154.12,78.46,505.48
2023-09-26,4518.12,591.47,150.15,287.94,3476.94,88.4,153.84,87.09,477.33
2023-09-27,4585.98,581.11,169.99,279.17,3552.7,89.84,154.48,81.61,487.08
2023-09-28,4572.53,546.291,191.38,296.48,3550.79,87.31,158.94,68.18,527.1
2023-09-29,4572.66,510.191,205.11,297.53,3575.42,89.13,149.54,79.26,542.23
2023-09-30,4506.86,494.59,223.0,296.32,3501.27,84.08,154.68,75.47,558.31
2023-10-01,4317.23,406.0,265.14,284.48,3254.54,81.59,156.37,65.42,586.17
2023-10-02,4244.52,485.57,224.75,290.18,3181.33,86.96,151.57,77.85,552.26
2023-10-03,4426.35,501.14,184.03,319.74,3422.54,89.57,149.18,73.02,544.4
2023-10-04,4517.33,492.7,178.97,323.67,3525.59,82.63,142.87,76.56,538.61
2023-10-05,4557.99,488.41,177.35,326.97,3554.81,82.07,143.85,107.41,538.38
2023-10-06,4651.17,494.27,190.37,334.27,3623.62,82.56,135.79,119.91,561.36
2023-10-07,4662.45,511.326,145.94,329.5,3649.52,77.49,123.72,143.25,514.13
2023-10-08,4617.45,477.88,125.62,323.21,3673.06,71.8,130.27,139.96,488.12
2023-10-09,4734.92,482.49,143.32,316.52,3738.45,67.23,146.19,179.29,497.56
2023-10-10,4763.78,477.02,132.29,313.81,3752.38,71.85,147.03,204.07,483.62
2023-10-11,4779.05,483.88,79.95,308.49,3817.71,72.61,147.17,200.34,425.06
2023-10-12,4758.44,471.08,87.09,311.01,3816.13,73.27,147.83,181.47,454.99
2023-10-13,4773.15,456.04,84.86,317.04,3835.48,81.7,147.43,183.46,438.36
2023-10-14,4720.93,430.7,104.06,304.79,3755.68,88.34,144.2,148.64,447.46
2023-10-15,4494.2,408.4,97.63,300.89,3686.71,81.67,148.97,92.51,432.23
2023-10-16,4415.27,414.87,114.9,248.36,3634.59,80.84,148.49,125.0,398.69
2023-10-17,4371.99,409.08,98.38,278.52,3603.44,85.32,148.29,99.08,415.05
2023-10-18,4461.36,386.43,76.93,316.35,3706.45,84.39,148.91,100.39,430.082
2023-10-19,4502.98,372.72,61.39,307.56,3786.9,84.64,149.38,95.84,408.32
2023-10-20,4493.49,359.02,73.58,303.41,3776.72,86.5,149.15,95.22,411.94
2023-10-21,4441.45,338.25,74.14,305.71,3728.16,95.16,149.1,91.08,418.44
2023-10-22,4298.14,327.14,76.86,299.91,3607.65,100.42,149.52,66.76,415.09
2023-10-23,4263.9,319.98,87.86,311.43,3566.39,100.37,145.64,69.36,433.96
2023-10-24,4141.97,314.03,70.33,313.46,3461.36,98.34,144.34,56.19,421.46
2023-10-25,4312.69,319.57,69.0,314.25,3641.03,97.99,140.21,67.87,421.05
2023-10-26,4448.82,327.1,77.5,318.56,3763.37,99.46,138.79,68.18,434.04
2023-10-27,4439.38,313.07,83.48,316.17,3756.94,99.06,138.78,71.66,436.75
2023-10-28,4395.42,326.4,71.85,277.0,3753.7,102.84,138.88,60.39,383.94
2023-10-29,4233.14,281.1,75.75,288.63,3614.83,101.35,139.13,48.77,404.45
2023-10-30,4332.06,308.88,96.75,274.07,3685.99,102.45,139.05,65.4,411.81
2023-10-31,4378.24,315.13,103.77,264.83,3743.05,101.63,139.08,60.92,414.08
2023-11-01,4354.75,286.91,79.01,263.95,3769.84,101.07,139.44,65.7,387.05
2023-11-02,4368.69,291.58,70.04,275.18,3777.06,102.52,139.58,64.13,391.55
2023-11-03,4370.17,283.19,73.66,259.45,3801.62,88.97,143.64,64.56,381.22
2023-11-04,4309.5,274.49,75.39,252.63,3758.81,88.24,142.51,64.4,371.96
2023-11-05,4107.17,249.59,78.75,257.05,3572.28,94.18,142.62,50.12,379.22
2023-11-06,4191.41,257.58,66.56,251.48,3636.66,102.98,145.48,57.48,367.0
2023-11-07,4200.62,278.52,52.54,240.86,3646.32,109.82,141.73,60.13,349.88
2023-11-08,4199.35,276.0,47.0,228.0,3661.15,107.64,144.0,59.14,332.0
2023-11-09,4159.83,263.46,46.58,224.08,3652.21,103.42,146.58,57.14,325.34
2023-11-10,4115.49,254.0,91.41,270.22,3511.64,99.28,148.66,56.01,416.39
2023-11-11,3938.29,237.53,185.5,281.61,3235.67,91.43,148.72,53.06,519.45
2023-11-12,3581.43,218.35,146.83,301.46,2897.0,89.58,148.35,46.31,501.213
2023-11-13,3466.67,221.03,126.46,272.72,2824.83,91.72,148.12,45.49,451.04
2023-11-14,3624.08,218.22,124.32,239.36,3040.04,89.05,147.61,44.32,416.79
